"28,""Belschinger GmbH"",""Vokietija"",""Döhlau"",""HRB 6132"",""DE328056858"",,,,,";
"29,""Bembé Parkett GmbH &amp";" Co. KG"",""Vokietija"",""Bad Mergentheim"",""HRB 480977"",""DE144772100"",,,,,"
"30,""BEPELOG Internationale Spedition GmbH"",""Vokietija"",""Wunstorf / OT Steinhude"",""HRB 217709 (Amtsgericht Hannover)"",""DE198725191"",""+49 5033 9090399"",,""Disponent	Calvin Stünkel		stuenkel@bepelog.de	Disponent	Janine Tadje		tadje@bepelog.de	Geschäftsführer	Yannick Püschel		y.pueschel@bepelog.de	"",,";
"31,""Bigmet Sp. z o.o."",""Lenkija"",""Warszawa"",""(KRS): 0000809965"",""PL7010945661"",,,""vadybininkas	Grzegorz Gas		transport@bigmet.eu	"",""transport@bigmet.eu"",";
"32,""BLAN LOGISTICS SP. Z O.O."",""Lenkija"",""Warszawa"",""KRS 0000975523"",""PL1182114447"",,,,,";
"33,""BLS labeling &amp";" logistic service GmbH"",""Vokietija"",""Wenden"",""HRB 9616 (Amtsgericht Siegen)"",""DE269669190"",""+49 (0) 2762 983880"",,""vadybininkas	Wolfgang Geurtsen		w.geurtsen@b-ls.eu	"",,"
"34,""BMZ Bagger und Transporte GmbH"",""Vokietija"",""Oberkotzau"",""HRB4103"",""DE250316065"",,,,""info@bmz-transporte.de"",";
"35,""Bonustransa UAB"",""Lietuva"",""Utena"",""305306388"",""LT100012801411"",,,""Direktore	Marija Matelienë		marija@bonustransa.lt	"",,";
"36,""BTK Befrachtungs- und Transportkontor GmbH"",""Vokietija"",""Raubling"",""HRB 180 (Traunstein)"",""DE811156427"",,,,,";
"37,""Byload GmbH"",""Vokietija"",""Mindelheim"",""HRB 18896"",""DE333908094"",,,,,";
"38,""C. Steinweg GmbH"",""Vokietija"",""Moers"",""HRB 18780"",""DE119552532"",,,,,";
"39,""CANI-TRANS LOGISTIC` LESZEK WOJTCZYK"",""Lenkija"",""Piotrków Trybunalski"",""100475177"",""PL7712266873"",,,""vadybininkas	Igor Sobczyk			vadybininkas	Tomek			Vadybininkas	Piotr Boguú			"",,";
"40,""Cartop, MB"",""Lietuva"",""Kaunas"",""306661335"",""LT100016733718"",,,,,";
"41,""CF&amp";"S Lithuania, UAB"",""Lietuva"",""Klaipëda"",""303159427"",""LT100008066514"",,,""Vadybininkë	Julija Gedgaudë		Julija.gedgaude@cfs.lt	"",,"
"42,""CRUSAR sp. z o.o. sp. k."",""Lenkija"",""Wrocùaw"",""0000591161"",""PL8943070320"",,,,""spedycja@crusar.eu"",";
"43,""CSP Cargo Service Plus GmbH"",""Vokietija"",""Hollenbek"",""HRB 24137 (Amtsgericht Lübeck)"",""DE364082026"",,,,,";
"44,""Curt Henne GmbH &amp";" Co. KG"",""Vokietija"",""Bremen"",""HRA 7447"",""DE114414796"",,,,,"
"45,""DACHSER SE"",""Vokietija"",""Öhringen"",""HRB 12711"",""DE815512007"",,,,,";
"46,""Daliaus Miliausko ind.veikla"",""Lietuva"",""Liudvinavas"",""471296"",""LT100001507512"",,,""	Mantas	+37067927975	mantas.kriauciunas1@gmail.com	"",""mantas.kriauciunas1@gmail.com"",";
"47,""Dalina LT, UAB"",""Lietuva"",""Giluþiø km. Vilniaus r."",""305936084"",""LT100014525118"",,,""Manager	Jurij Oskolkov			"",,";
"48,""DAMSEN Express Logistik GmbH"",""Vokietija"",""Freilassing"",""HRB 28009"",""DE324984572"",,,,,";
"49,""DanKes Trans, UAB"",""Lietuva"",""Kazlø Rûda"",""304724776"",""LT100011371516"",,,""Direktorius	Dangiras Bielys			telegram"",""dankestrans@gmail.com"",";
"50,""DC Cargo Süd GmbH"",""Vokietija"",""Filderstadt"",""HRB 783688"",""DE327178096"",,,""Disposition	Artur Dudkin		dispo.a@dccargo.de	Disposition	Konstantin Grasser		dispo.rv@dccargo.de	"",""dispo.a@dccargo.de"",";
"51,""DDS EXPRESS Logistik GmbH"",""Vokietija"",""Hamburg"",""HRB 106001"",""DE260915030"",,,,,";
"52,""Delamode Baltics, UAB"",""Lietuva"",""Vilnius"",""300614485"",""LT100002783011"",,,""Business development manager	Vytautas Maziliauskas		Vytautas Maziliauskas 	"",,";
"53,""Deltra, UAB"",""Lietuva"",""Ukmergë"",""300132407"",""LT100001886814"",""+37068560522"",,""Transport management	Edvinas Kelbauskas	+37068555117	transport3@deltra.lt	"",,";
"54,""Dim group, UAB"",""Lietuva"",""Vilnius"",""304159782"",""LT100009902813"",,,,,";
"55,""DMI TRANS I K E"",""Graikija"",""??????"",""DMI TRANS I K E"",""EL802045353"",,,""Direktorius	Alex			"",""dmitranspc@gmail.com"",";
"56,""Dolama, UAB"",""Lietuva"",""Klaipëda"",""303106467"",""LT100007903911"",,,""transporto vadybininkas	Þymantas Butkus		zymantas@dolama.lt	Direktorius	Domantas Butkus			"",,";
"57,""Dolausa, MB"",""Lietuva"",""Kaunas"",""304784969"",""LT100013478218"",,,""Direktorius	Laurynas Èeikauskas		dolausa.lt@gmail.com	"",""dolausa.lt@gmail.com"",";
"58,""Donlina, UAB"",""Lietuva"",""Marijampolë"",""306163181"",""LT100015380813"",,,""vadybininkas	Donatas			telegram"",""uabdonlina@gmail.com"",";
"59,""Dpmotors, UAB"",""Lietuva"",""Vilnius"",""306064607"",""LT100014907317"",,,""direktorius	Dominykas Papreckis		info@dpmotors.lt	"",""info@dpmotors.lt"",";
"60,""DUVENBECK Kraftverkehr GmbH &amp";" Co. Spedition KG"",""Vokietija"",""Rheda-Wiedenbrück"",""HRA 5519"",""DE121002914"",,,,,"
"61,""Edvino Jankeliûno Individuali ámonë"",""Lietuva"",""Kalvarija"",""192100-1083521"",,,,,""edvinasedvinas991@gmail.com"",";
"62,""EGETRANS  SARL"",""Prancûzija"",""Créteil"",""SIREN: 32192157900033"",""FR60321921579"",,,,""egetrans@orange.fr"",";
"63,""Eiland Car Lease BV"",""Olandija"",""Denekamp"",""52363082"",""NL850411026B01"",,,""vadybininkas	Coen Wesselink		coen@ecl-lease.com	Direktorius	Jonnie Boerman		boerman@ecl-lease.com	"",""info@ecl-lease.com"",";
"64,""Ekstra grupë, UAB"",""Lietuva"",""Marijampolë"",""304887766"",""LT100011794813"",,,,,";
"65,""Essener Ferntransport GmbH"",""Vokietija"",""Essen"",""HRB 348, Amtsgericht Essen"",""DE119825192"",""+49 201 5367780"",,""Disponent	Dennis Golz	+49 201 53677815	d.golz@eft-logistik.de	vadybininkas	Michael Lehmkuhl	+49 201 53677812	m.lehmkuhl@eft-logistik.de	Vadybininkas	Axel Mathew	+49 201 53677823	a.mathew@eft-logistik.de	Vadybininkas	Leo Mathew	+49 201 53677825	leo.mathew@eft-logistik.de	"",,";
"66,""Evagardas, MB"",""Lietuva"",""Kalvarija"",""305227898"",""LT100012649017"",,,,""evaldasbautrenas1986@gmail.com"",";
"67,""F&amp";"L Logistic UAB"",""Lietuva"",""Kaunas"",""302481507"",""LT100005182617"",,,""Logistikos skyriaus vadovë	Kristina Paulaviciene		logistic@fllogistic.lt	"",,"
"68,""Fahrlogistik Wächter GmbH"",""Vokietija"",""Leipzig"",""HRB 63263"",""DE814976542"",,,,,";
"69,""Fast Way LT, UAB"",""Lietuva"",""Kaunas"",""304699853"",""LT100011223419"",""+37060560017"",,,""dispo@fastwaygroup.eu"",";
"70,""FAST WAY PL Sp. z o.o."",""Lenkija"",""Puñsk"",""383490852"",""PL8442366162"",,,""Vadybininkë	Jolanta			"",""dispo@fastwaygroup.eu"",";
"71,""Fintransa, UAB"",""Lietuva"",""Kaunas"",""305971772"",""LT100014674617"",""+370 640 01061"",,""	Tomas Ðukys		info@fintransa.lt	"",""info@fintransa.lt"",";
"72,""Focus Logistics, UAB"",""Lietuva"",""Vilnius"",""305230944"",""LT100012622018"",,,""Logistics manager	Aiste Udrenaite		planning@focus-logistics.eu	Logistics manager	Nerijus Lisanka		transport@focus-logistics.eu	"",,";
"73,""Found Solution sp. z o.o."",""Lenkija"",""Sæpólno Krajeñskie"",""KRS: 0000987142"",""PL5040080114"",""+48609778105"",,,""k.kaczmarek@found-solution.eu"",";
"74,""Friedrich Zufall GmbH &amp";" Co. KG"",""Vokietija"",""Göttingen"",""HRB 1046 (pagal Vokietijos registrà, Göttingen)"",""DE115309545"",,,,,"
"75,""Frigotransa, UAB"",""Lietuva"",""Vilnius"",""304084917"",""LT100010825519"",,,""Direktorius	Aloiz Simanoviè		Frigotransa@gmail.com	"",""Frigotransa@gmail.com"",";
"76,""Gadet, MB"",""Lietuva"",""Klaipëda"",""305422019"",""LT100013172916"",,,""Direktorius	Gintaras Laureckis		traliukas500@gmail.com	"",""traliukas500@gmail.com"",";
"77,""GBY UAB"",""Lietuva"",""Tauragë"",""179435940"",""LT794359418"",,,""Pirkimø vadybininkas / Purchase manager	Gytis Petkevièius		g.petkevicius@gby.lt	"",,";
"78,""GEFCO Deutschland GmbH"",""Vokietija"",""Frankfurt am Main"",""HRB 52157 Mainz"",""DE811122082"",,,""Disponent	Robert EICHEL		robert.eichel@cevalogistics.com	"",,";
"79,""Gindaista, UAB"",""Lietuva"",""Marijampolë"",""151254172"",""LT512541716"",,,,""stanaitiss@gmail.com"",";
"80,""Ginerda, IÁ"",""Lietuva"",""Vilkaviðkis"",""302466640"",""LT100005068918"",""+37065216853"",,,""Ginerda@gmail.com"",";
"81,""GKS Kurier Systeme e.K."",""Vokietija"",""Göttingen"",""HRA 200497 (Amtsgericht Göttingen)"",""DE159474385"",""+49 551 38421070"",,,,";
"82,""GL internationaler Logistikservice e.K."",""Vokietija"",""Krumbach"",""HRA 17820"",""DE362449405"",,,,,";
"83,""Godmanta, MB"",""Lietuva"",""Kalvarija"",""305839190"",""LT100014252217"",,,""Direktorius	Mantas  Vaitkevièius		mbgodmanta@gmail.com	"",""mbgodmanta@gmail.com"",";
"84,""Goldema, UAB"",""Lietuva"",""Kaunas"",""304857068"",,,,,,";
"85,""Grupa Transportowa Sp. z o.o."",""Lenkija"",""Piotrków Trybunalski"",""(KRS): 0000367098"",""PL7712852200"",,,,""justyna.dzielinska@grupatransportowa.pl"",";
"86,""HAWA Freight GmbH"",""Vokietija"",""Kehl"",""HRB 707969"",""DE281201361"",,,,,";
"87,""Hegelmann Autotransporte UAB"",""Lietuva"",""Kaunas"",""305568981"",""LT100013357017"",,,""Freight forwarding manager assistant Freight Forwarding Department	Deividas Slepikas	+37065752365	dslepikas@hegelmann.com	"",,";
"88,""Hegelmann Multimodal UAB"",""Lietuva"",""Kaunas"",""305594378"",""LT100013305912"",""+37037308983"",,""Sales Manager	Deividas Kaklauskas	+37037302409	dkaklauskas@hegelmann.com	"",,";
"89,""HODLMAYR ZASTAVA D.O.O."",,""Kragujevac"",""nera numerio klausti ámonës"",""SR102626347"",""+381 34 323239"",,""	Tamara Budjevac	+381 34 323239	Tamara.Budjevac@hoedlmayr.com	"",,";
"90,""Ibiza-Speed Sp. z o.o."",""Lenkija"",""Wolsztyn"",""0000627470"",""PL0000627470"",,,""vadybininkas	Nicefor			vadybininkas	Remigiusz Krysiak			"",""biuro@ibiza-speed.pl"",";
"91,""Inter Log GmbH &amp";" Co. KG"",""Vokietija"",""Überherrn"",""HRB 9137"",""DE813577324"",,,,,"
"92,""Interautos, MB"",""Lietuva"",""Marijampolë"",""304469578"",""LT100010748118"",,,""Direktorius	Povilas Margelevièius		info@interautos.eu	"",""info@interautos.eu"",";
"93,""Intergate Polska"",""Lenkija"",""Kielce"",""427404999"",""PL9591592510"",""0048 574 114 254"",,""- International Logistic Manager	Sara Benryab			"",,";
"94,""ISG Express Logistik GmbH"",""Vokietija"",""Göppingen"",""HRB 538352"",""DE317778050"",,,,,";
"95,""Jura Logistik Pröpster GmbH"",""Vokietija"",""Neumarkt"",""HRB 39906"",""DE349749052"",,,,,";
"96,""K und K Transportgesellschaft mbH"",""Vokietija"",""Lauchhammer"",""HRB 0855 (Amtsgericht Cottbus)"",""DE138897624"",""+49 3574 4652610"",,""Disposition / Accounting	Simone Klein		s.klein@kundklauchhammer.de	"",,";
"97,""Kamilë, UAB"",""Lietuva"",""Karmëlava"",""133470250"",""LT334702515"",,,,,";
"98,""KEVASPED s.r.o."",""Èekija"",""Brno"",""07212917"",""CZ07212917"",,,,,";
"99,""KPT-Kroh GmbH"",""Vokietija"",""Emmerich"",""HRB 16936, Amtsgericht Kleve"",""DE338727000"",""+49 2822 9778847"",,,""info@kpt-kroh.de"",";
"100,""KSK Transport International"",""Prancûzija"",""Poligny"",""53071292600027"",""FR93530712926"",,,,""karim@ksk-transport.com"",";
"101,""KURBADS un Ko"",""Latvija"",""Rîga"",""50003264331"",""LV50003264331"",,,""Head of Baltic logistics Department	Toms Svetins		toms.svetins@kurbads.lv	"",,";
"102,""LAL GmbH (LAL Spedition)"",""Vokietija"",""Wanzleben-Börde"",""HRB 18494 (Amtsgericht Stendal)"",""DE284658781"",""+49 39204 929770"",,,""info@lal-spedition.de"",";
"103,""Legenus, UAB"",""Lietuva"",""Panevëþys"",""303310288"",""LT100008588810"",,,""Logistics manager	Arminas Mikalauskas		arminas.mikalauskas@legenus.com	"",,";
"104,""Liamas, MB"",""Lietuva"",""Tauragë"",""306390243"",""LT100016270811"",,,""Vairas /savininkas	Þydrûnas Maslauskas		info@liamas.lt	"",""info@liamas.lt"",";
"105,""LIFA Logistik GmbH"",""Vokietija"",""Marktredwitz"",""HRB 6211 (Handelsregister Hof)"",""DE334405657"",""+49 9281 5081335"",,,""info@lifa-logistics.de"",";
"106,""Lifentra Int. Expeditie B.V."",""Olandija"",""Wommels"",""KvK: 01120352"",""NL818089167B01"",,,,""info@lifentra.nl"",";
"107,""Logistik Helden KTG GmbH"",""Vokietija"",""Hemmingen"",""(HRB): 30799"",""DE305440117"",""+49 5101 5907860"",,,,";
"108,""Lumbeva UAB"",""Lietuva"",""Alytus"",""304181273"",""LT100014220118"",,,""Direktorius	Lukas Urbonavièius			"",,";
"109,""MA LOGISTICS, S.L.U."",""Ispanija"",""VILANOVA I LA GELTR? (BARCELONA)"",""Reikia  imonës numerio"",""ESB67346684"",,,,,";
"110,""Mabos transportas, UAB"",""Lietuva"",""Marijampolë"",""304279408"",""LT100010248015"",,,""vairuotojas /savininkas	Marius  Ðafranauskas			"",""mabostransportas@gmail.com"",";
"111,""Mangida, UAB"",""Lietuva"",""Marijampolë"",""304403304"",""LT100010461711"",,,""	Robertas Marcinkevièius		uabmangida@gmail.com	"",""uabmangida@gmail.com"",";
"112,""MANTRIDA Sp. z o.o."",""Lenkija"",""Suwaùki"",""0000342758"",""PL8442319240"",,,,,";
"113,""Manvesta, UAB"",""Lietuva"",""Jurbarkas"",""158297016"",""LT582970113"",""+37044772222"",,""Expedition manager	Ramunë Savickienë	+370 447 52 222	Ramune Savickiene | MANVESTA 	"",,";
"114,""MARATHON International Logistics GmbH"",""Vokietija"",""Berlin"",""HRB 152004 B, Berlin"",""DE292406265"",""+49 30 678066590"",,""Junior FTL&lt";"L Trader	Weronika Wojtaú		w.wojtas@emarathon.eu	Country Manager	Magdalena Dal		m.dal@emarathon.de	"",,"
"115,""MARCI Group  UAB"",""Lietuva"",""Kaunas"",""302612910"",""LT100007093415"",""+370-657-70404"",,""Head of Forwarding Department	Paulius Alkovikas		paulius@marcigroup.com	"",,";
"116,""Margo Worldwide Group Sp. z o.o."",""Lenkija"",""Poznañ"",""(KRS): 0001110956"",""PL7792409687"",,,,""izabella@margo-worldwide.com"",";
"117,""Mariusz Laskowski Laskowski-Transport"",""Lenkija"",""Gùojsce"",""180310063 (REGON)"",""PL6842326780"",""+48 885 051 647"",,,""biuro@laskowskitransport.pl"",";
"118,""MARTIN Spedition &amp";" Logistic e.K."",""Vokietija"",""Koblenz"",""HRA 21854"",""DE815678122"",,,,,"
"119,""Marwerk klussenbedrijf"",""Olandija"",""Rotterdam"",""000038055880"",""NL002495419B03"",,,""Direktorius	Aleksandras			"",""marwerkcars@outlook.com"",";
"120,""Mdtransa, MB"",""Lietuva"",""Marijampolë"",""305558396"",""LT100016078511"",,,,""mdtransltd@yahoo.com"",";
"121,""Mechanas, UAB"",""Lietuva"",""Prienai"",""304953515"",""LT100014379810"",,,,""Maciulaitislukass@gmail.com"",";
"122,""Meta4log GmbH"",""Vokietija"",""Scharbeutz-Gleschendorf"",""HRB 25240 (AG Essen)"",""DE815483762"",,,,,";
"123,""Mikauta, UAB"",""Lietuva"",""Këdainiai"",""300610490"",""LT100002695110"",,,""Direktorius	Aurimas Mikolaitis		aurimas.mikolaitis@gmail.com	telegram"",""aurimas.mikolaitis@gmail.com"",";
"124,""Mini paslauga, UAB"",""Lietuva"",""Tauragë"",""302892654"",""LT100009547212"",""+37060185495"",,""Vadybininkë	Jolita Gerulienë			"",""minipaslauga@gmail.com"",";
"125,""ML Transportgesellschaft mbH"",""Vokietija"",""Bruchköbel"",""HRB 93376"",""DE273756079"",""+49618142328019"",,,,";
"126,""MP Logistik GmbH"",""Vokietija"",""Rheine"",""HRB 8532 (Amtsgericht Steinfurt)"",""DE815107498"",,,,,";
"127,""Mylios, UAB"",""Lietuva"",""Vilnius"",""300144053"",""LT100002326317"",""+370 5 2628899"",,""	Martynas Bartkus		martynas.bartkus@mylios.lt	"",""info@mylios.lt"",";
"128,""Naber Logistik GmbH"",""Vokietija"",""Speyer"",""HRB 60602"",""DE252457768"",""+49 6232 6491-0"",,,,";
"129,""Network Logistics GmbH"",""Vokietija"",,""HRB 10296 (Handelsregister Mannheim)"",""DE813999718"",,,,,";
"130,""NEUFRA Speditions"",""Vokietija"",""Hamburg"",""HRB 2660 (Amtsgericht Neuss)"",""DE120682142"",,,,,";
"131,""Noerpel SE"",""Vokietija"",""Odelzhausen"",""HRB 204243"",""DE147042215"",""+49 8134 5550 2101"",,""	Leonardo Manuel Peso		leonardo.peso@noerpel.de	"",,";
"132,""Now-Pol Grzegorz Nowiñski"",""Lenkija"",""Nowe Miasto Lubawskie"",""REGON 281?496?575"",""PL8771292080"",,,,,";
"133,""NTS Trans &amp";" Service GmbH"",""Vokietija"",""Roßtal"",""HRB 26428"",""DE271442834"",,,,,"
"134,""On Time Logistics, UAB"",""Lietuva"",""Vilnius"",""302337873"",""LT100005122613"",,,,""dainius@ontime.lt"",";
"135,""Orvipal Trans, S.L."",""Ispanija"",""Lorqu? · Murcia"",""77352"",""ESB73744427"",,,""	BRUNO JOSE MARTINEZ		bjmartinez@orvipal.com	"",,";
"136,""OT Autotransport, UAB"",""Lietuva"",""Prienai"",""306668358"",""LT100016626910"",,,""Direktorius	Osvaldas Virbickas		otautotransport@gmail.com	"",""otautotransport@gmail.com"",";
"137,""P.W. WEGA A SP. Z O.O."",""Lenkija"",""Kalisz"",""0000137807"",""PL6181003642"",,,""	Emma Nowak	(+48)507 000 735	emma.nowak@wega-a.pl		Jakub Jankowski	(+48)507 000 919	jakub.jankowski@wega-a.pl	"",,";
"138,""PAWOL Sp. z o.o."",""Lenkija"",""Kùobuck"",""5742078000"",""PL5742078000"",,,,,";
"139,""QUADRUM AUTOMOTIVE Sp. z o.o."",""Lenkija"",""Kowalew"",""(REGON): 301379755"",""PL6080120300"",,,,""admin@quadrum-at.eu"",";
"140,""Raben Trans European Germany GmbH"",""Vokietija"",""Leipheim"",""HRB 10097"",""DE277971929"",,,,,";
"141,""Radanaras MB [Jûsø ámonë]"",""Lietuva"",""Marijampolë  ,Valavièiai"",""305779537"",""LT100014108415"",,,,,";
"142,""Reston Industries, UAB"",""Lietuva"",""Klaipëda"",""305527002"",""LT100013175517"",,,,""Evaldas@reston.eu"",";
"143,""Roel Ottenheim Logistics B.V."",""Olandija"",""LE Roermond"",""KvK78251124"",""NL862104014B01"",,,,,";
"144,""Roond, UAB"",""Lietuva"",""Vilnius"",""304949883"",""LT100013976213"",,,""Direktorius	Mindaugas Meðkauskas			vadybininkas	Michal		michal@roond.lt		Rasa Meðkauskienë			"",""info@roond.lt"",";
"145,""RPM Europe B.V."",""Olandija"",""Amsterdam"",""75119056"",""NL05150307"",""020 899 1049"",,""Carrier Operations Representative	Jakub Chiszberg		Jakub Chiszberg 	pardavimai	Vladana  Stamenic		vstamenic@rpmmoves.com	Financial Administration Coordinator	Orkun Ozdemirci	020 899 1049	Orkun Özdemirci 	"",,";
"146,""RST Szymon Paweùczyk"",""Lenkija"",""Jarocin"",""REGON 381032358"",""PL6172188783"",,,""Disponent	Adam Ùuczak		adam.luczak@rst-spedition.com	"",""info@rst-spedition.com"",";
"147,""RST Transporte GmbH"",""Vokietija"",""Burgau"",""HRB 16785"",""DE305764402"",,,,,";
"148,""Rytva, UAB"",""Lietuva"",""Marijampolë"",""303005938"",""LT100007521914"",,,,""Transport@rytva.lt"",";
"149,""Salvikdus, UAB"",""Lietuva"",""Kalvarija"",""166061318"",""LT660613113"",,,""Transporto vadybininkas	Evaldas  Petrauskas		evaldas@salvikdus.lt	direktorius	Saulius Dulinskas			"",,";
"150,""Saurima, IÁ"",""Lietuva"",""Vilkaviðkis"",""304215380"",""LT100011564516"",""+37034252404"",,""Direktorius	Saulius Baltruðis		saurima.auto@gmail.com	telegram"",""saurima.auto@gmail.com"",";
"151,""Schenker Deutschland AG"",""Vokietija"",""Bamberg"",""HRB 101"",""DE811228366"",,,,,";
"152,""SIA Gefco Baltic filialas"",""Lietuva"",""Vilnius"",""302604835"",""LT100006050113"",""+37052051036"",,""Dispatcher	Kestutis Bigelis	+37061676879	kestutis.bigelis@cevalogistics.com					"",,";
"153,""Sigma Trans, UAB"",""Lietuva"",""Tauragë"",""179766335"",""LT797663314"",""+37044672508"",,""Logistics Manager	Ivona Belenis		ivonabelenis@sigmatrans.lt	"",,";
"154,""Simila Trans Sp. z o.o."",""Lenkija"",""Warszawa"",""0001050860"",""PL5214030515"",,,,""dispo@similatrans.eu"",";
"155,""Skorpionas, UAB"",""Lietuva"",""Marijampolë"",""132714417"",""LT327144113"",,,""vadybininkas	Kestutis Skinkys		skinkyskestutis@gmail.com	"",""skinkyskestutis@gmail.com"",";
"156,""Slowaker s. r. o."",""Slovakija"",""Trebiðov"",""51139511"",""SK2120615552"",,,,,";
"157,""Spedition Brucker GmbH"",""Vokietija"",""Aalen"",""Amtsgericht Ulm HRB 500702"",""DE188328606"",""+49 7361 92920"",,""Charter	Daniel Gaier		dgaier@spedition-brucker.de	"",""info@spedition-brucker.de"",";
"158,""Spedition Koper GmbH"",""Vokietija"",""Limburgerho"",""HRB 62420"",""DE298060854"",,,,""s.aydin@spedition-koper.de"",";
"159,""Spedition Winterhalter GmbH"",""Vokietija"",""Holzkirchen"",""(HRB): 98387 (München)"",""DE131197761"",,,,,";
"160,""Speed-Trans Wojciech Galara"",""Lenkija"",""Kruszyn Krajeñski"",""(REGON): 360439085"",""PL5542373450"",""+48 500 361 654"",,""vadybininkas	Dawid Greger		dawidg.stgalara@gmail.com	"",,";
"161,""Stobar, UAB"",""Lietuva"",""Kaunas"",""303015925"",""LT100009692012"",,,""Head of Business development	Indrë  Èistovaitë			"",,";
